Callnumber;Barcode;Title;Year;Location
KSH: 003 BASI;HV125021;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BASI;HV120624;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BASI;HV119239;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BASI;HV125018;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BASI;HV119237;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BASI;HV125017;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BASI;HV125019;Basisboek methoden en technieken;2012;Bibliotheek Kohnstammhuis
KSH: 003 BELL;HV117323;Doing your research project;2010;Bibliotheek Kohnstammhuis
KSH: 003 BENA;HV107336;Benaderingen in kwalitatief onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 BIL;HV111357;Onderzoek in 15 stappen;2011;Bibliotheek Kohnstammhuis
KSH: 003 BIL;HV133514;Onderzoek in 15 stappen;2011;Bibliotheek Kohnstammhuis
KSH: 003 BIL;HV111358;Onderzoek in 15 stappen;2011;Bibliotheek Kohnstammhuis
KSH: 003 BLEIJ;HV120881;Kwalitatief onderzoek in organisaties;2013;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118675;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118678;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118774;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118772;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118771;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118676;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118773;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BOEIJ;HV118677;Analyseren in kwalitatief onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BRIN;HV154825;De vragenlijst;2014;Bibliotheek Kohnstammhuis
KSH: 003 BRIN;HV154826;De vragenlijst;2014;Bibliotheek Kohnstammhuis
KSH: 003 BRIN;HV154827;De vragenlijst;2014;Bibliotheek Kohnstammhuis
KSH: 003 BRIN;HV154164;Beroep op onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BRIN;HV154831;Beroep op onderzoek;2014;Bibliotheek Kohnstammhuis
KSH: 003 BRIN;HV120095;Qualitative inquiry in everyday life /;2012;Bibliotheek Kohnstammhuis
KSH: 003 BROH;HV101247;Kwalitatief onderzoeken;2010;Bibliotheek Kohnstammhuis
KSH: 003 BURT;HV113344;Doing your education research project;2008;Bibliotheek Kohnstammhuis
KSH: 003 COLL;HV139029;Business research;2014;Bibliotheek Kohnstammhuis
KSH: 003 CRES;HV129557;Research design;2013;Bibliotheek Kohnstammhuis
KSH: 003 DELN;HV092602;Creatieve actie methodologie;2010;Bibliotheek Kohnstammhuis
KSH: 003 DELN;FO111539;Zoeken naar oplossingen;1998;Bibliotheek Kohnstammhuis
KSH: 003 DENS;HV117312;The good research guide;2010;Bibliotheek Kohnstammhuis
KSH: 003 DOIN;HV130785;Doing a systematic review;2014;Bibliotheek Kohnstammhuis
KSH: 003 FISC;HV139263;Onderzoek doen!;2014;Bibliotheek Kohnstammhuis
KSH: 003 FISC;HV131912;Onderzoeksvaardigheden;2009;Bibliotheek Kohnstammhuis
KSH: 003 FISC;HV139261;Onderzoek doen!;2014;Bibliotheek Kohnstammhuis
KSH: 003 FISC;HV139262;Onderzoek doen!;2014;Bibliotheek Kohnstammhuis
KSH: 003 FISC;HV118341;Onderzoek doen!;2014;Bibliotheek Kohnstammhuis
KSH: 003 FIVE;HV116465;Five ways of doing qualitative analysis;2011;Bibliotheek Kohnstammhuis
KSH: 003 FOCU;HV097279;Focus op action research;2005;Bibliotheek Kohnstammhuis
KSH: 003 GRIT;HV119925;Zo doe je een onderzoek;2012;Bibliotheek Kohnstammhuis
KSH: 003 GRIT;HV119926;Zo doe je een onderzoek;2012;Bibliotheek Kohnstammhuis
KSH: 003 GRIT;HV119927;Zo doe je een onderzoek;2012;Bibliotheek Kohnstammhuis
KSH: 003 HACK;HV038048;Doing research projects in marketing, management and consumer research;2003;Bibliotheek Kohnstammhuis
KSH: 003 HEER;HV116482;Onderzoek in zorg en welzijn;2013;Bibliotheek Kohnstammhuis
KSH: 003 HEER;HV116481;Onderzoek in zorg en welzijn;2013;Bibliotheek Kohnstammhuis
KSH: 003 HEUS;HV024898;Toegepaste data-analyse;2002;Bibliotheek Kohnstammhuis
KSH: 003 HEUS;HV088513;Toegepaste data-analyse;2002;Bibliotheek Kohnstammhuis
KSH: 003 HEUS;HV080821;Toegepaste data-analyse;2002;Bibliotheek Kohnstammhuis
KSH: 003 HOWE;HV118193;Statistical methods for psychology;2013;Bibliotheek Kohnstammhuis
KSH: 003 HUBE;HV076721;The qualitative researcher's companion;2002;Bibliotheek Kohnstammhuis
KSH: 003 HUTJ;FO082701;De gevalsstudie;1996;Bibliotheek Kohnstammhuis
KSH: 003 HUTJ;FO082235;De gevalsstudie;1996;Bibliotheek Kohnstammhuis
KSH: 003 JANS;HV112006;Enquêteren;2004;Bibliotheek Kohnstammhuis
KSH: 003 JANS;HV112005;Enquêteren;2004;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV117385;Voor het onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV109713;Voor het onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV125302;Voor het juridisch onderzoek;2008;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV105544;Voor het juridisch onderzoek;2008;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV109714;Voor het onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV061375;Voor het juridisch onderzoek;2008;Bibliotheek Kohnstammhuis
KSH: 003 KEKE;HV117384;Voor het onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 KVAL;HV120991;InterViews;2009;Bibliotheek Kohnstammhuis
KSH: 003 KVAL;HV120985;InterViews;2009;Bibliotheek Kohnstammhuis
KSH: 003 MASO;FO111874;Kwalitatief onderzoek: prakt?k en theorie;1998;Bibliotheek Kohnstammhuis
KSH: 003 MASO;HV079368;Kwalitatief onderzoek: prakt?k en theorie;1998;Bibliotheek Kohnstammhuis
KSH: 003 MASO;HV100577;Kwalitatief onderzoek: prakt?k en theorie;1998;Bibliotheek Kohnstammhuis
KSH: 003 MIGC;HV125782;Handboek praktijkgericht onderzoek;2013;Bibliotheek Kohnstammhuis
KSH: 003 MIGC;HV125781;Handboek praktijkgericht onderzoek;2013;Bibliotheek Kohnstammhuis
KSH: 003 MIGC;HV125783;Handboek praktijkgericht onderzoek;2013;Bibliotheek Kohnstammhuis
KSH: 003 MILE;HV117209;Qualitative data analysis;2014;Bibliotheek Kohnstammhuis
KSH: 003 NOOIJ;FS018208;Sociale methodiek;1990;Bibliotheek Kohnstammhuis
KSH: 003 ONDE;HV049400;Onderzoeksmethoden;2009;Bibliotheek Kohnstammhuis
KSH: 003 ONDE;HV049399;Onderzoeksmethoden;2009;Bibliotheek Kohnstammhuis
KSH: 003 ONDE;HV049397;Onderzoeksmethoden;2009;Bibliotheek Kohnstammhuis
KSH: 003 ONDE;HV093869;Onderzoeksvaardigheden instructie voor juristen;2010;Bibliotheek Kohnstammhuis
KSH: 003 ONDE;HV090722;Onderzoeksmethoden;2009;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV122985;Een onderzoek voorbereiden;2010;Bibliotheek Kohnstammhuis
KSH: 003 OOST;FS034582;Een onderzoek uitvoeren;2002;Bibliotheek Kohnstammhuis
KSH: 003 OOST;FO121310;Een onderzoek uitvoeren;2002;Bibliotheek Kohnstammhuis
KSH: 003 OOST;FO121309;Een onderzoek uitvoeren;2002;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV039876;Een onderzoek uitvoeren;2002;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV024333;Een onderzoek uitvoeren;2002;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV116809;Een onderzoek uitvoeren;2012;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV153741;Een onderzoek uitvoeren;2012;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV116808;Een onderzoek voorbereiden;2010;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV115160;Een onderzoek uitvoeren;2012;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV039875;Een onderzoek uitvoeren;2002;Bibliotheek Kohnstammhuis
KSH: 003 OOST;HV153740;Een onderzoek voorbereiden;2010;Bibliotheek Kohnstammhuis
KSH: 003 PLOO;HV111249;Onderzoek doen;2011;Bibliotheek Kohnstammhuis
KSH: 003 PLOO;HV122622;Onderzoek doen;2011;Bibliotheek Kohnstammhuis
KSH: 003 PLOO;HV101814;Onderzoek doen;2011;Bibliotheek Kohnstammhuis
KSH: 003 PLOO;HV111248;Onderzoek doen;2011;Bibliotheek Kohnstammhuis
KSH: 003 PLOO;HV122623;Onderzoek doen;2011;Bibliotheek Kohnstammhuis
KSH: 003 RUIM;HV093930;Ruimte maken voor onderzoekende professionaliteit;2009;Bibliotheek Kohnstammhuis
KSH: 003 SAUN;HV112841;Methoden en technieken van onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 SAUN;HV120700;Methoden en technieken van onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 SAUN;HV116093;Research methods for business students;2012;Bibliotheek Kohnstammhuis
KSH: 003 SCHA;HV153980;Praktijkgericht juridisch onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 SCHA;HV101175;Praktijkgericht juridisch onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 SCHR;HV116024;Methoden & technieken van onderzoek;2012;Bibliotheek Kohnstammhuis
KSH: 003 SCHR;HV134723;Methoden & technieken van onderzoek;2012;Bibliotheek Kohnstammhuis
KSH: 003 SCHR;HV116023;Methoden & technieken van onderzoek;2012;Bibliotheek Kohnstammhuis
KSH: 003 SEGE;FO121440;Methoden voor de maatschapp?wetenschappen;1999;Bibliotheek Kohnstammhuis
KSH: 003 SWAN;HV093557;Basisboek sociaal onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 SWAN;HV093558;Basisboek sociaal onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 SWAN;HV093692;Basisboek sociaal onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 SWAN;HV093691;Basisboek sociaal onderzoek;2010;Bibliotheek Kohnstammhuis
KSH: 003 SWAN;HV112018;Methoden van sociaal-wetenschappelijk onderzoek;1994;Bibliotheek Kohnstammhuis
KSH: 003 TROM;FS033515;De aanpak van onderzoek;1989;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154274;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV118687;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV139354;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV134119;Doing research;2011;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154270;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV125312;Onderzoeken doe je zo!;2013;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV118686;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV139355;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154410;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154269;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154411;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154275;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154409;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154271;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154272;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154273;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERH;HV154412;Wat is onderzoek ?;2014;Bibliotheek Kohnstammhuis
KSH: 003 VERR;LW002095;Methodeleer;2001;Bibliotheek Kohnstammhuis
KSH: 003 VERR;HV131940;Verrijkte publicaties;2010;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV112009;Praktijkgericht onderzoek;2009;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV116320;Het ontwerpen van een onderzoek;2007;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV049424;Praktijkgericht onderzoek;2009;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV134284;De probleemstelling voor een onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV094697;Het ontwerpen van een onderzoek;2007;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV133361;De probleemstelling voor een onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV112010;Praktijkgericht onderzoek;2009;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV086665;Het ontwerpen van een onderzoek;2007;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV094698;Het ontwerpen van een onderzoek;2007;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV133362;De probleemstelling voor een onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 VERS;HV134285;De probleemstelling voor een onderzoek;2011;Bibliotheek Kohnstammhuis
KSH: 003 VRAG;HV080731;De vragenl?st in het sociaal onderzoek;1987;Bibliotheek Kohnstammhuis
KSH: 003 WEST;FO098355;Strategieën voor kwalitatief onderzoek;1995;Bibliotheek Kohnstammhuis
KSH: 003 WIJV;FO021037;Onderzoekmethoden;1992;Bibliotheek Kohnstammhuis
KSH: 003 YIN;HV129658;Case study research;2014;Bibliotheek Kohnstammhuis
KSH: 003 ZEE;HV085555;De enquête;2007;Bibliotheek Kohnstammhuis
KSH: 003.01 VERB;HV132614;De ontwikkeling van een itembank voor wetenschapsoriëntatie;2013;Bibliotheek Kohnstammhuis
KSH: 005 CRAU;HV076973;Wetenschap communiceren;2007;Bibliotheek Kohnstammhuis
KSH: 005 CRAU;HV100356;Wetenschap communiceren;2007;Bibliotheek Kohnstammhuis
KSH: 005 WETE;HV154914;Wetenschapscommunicatie, een kennisbasis;2014;Bibliotheek Kohnstammhuis
KSH: 020 GOG;HV074196;De bieb;2008;Bibliotheek Kohnstammhuis
KSH: 020 LIBR;HV077028;Librarianship;2008;Bibliotheek Kohnstammhuis
KSH: 020.6 HODG;HV066865;Risen;2006;Bibliotheek Kohnstammhuis
KSH: 020.6 LIBR;HV068328;Libraries in times of war, revolution, and social change;2007;Bibliotheek Kohnstammhuis
KSH: 020.8 GORD;HV066942;The nextGen librarian's survival guide;2006;Bibliotheek Kohnstammhuis
KSH: 020.8 HEYE;HV040632;Characteristics of the successful twenty-first century information professional;2006;Bibliotheek Kohnstammhuis
KSH: 020.8 MACK;HV104220;The accidental librarian;2008;Bibliotheek Kohnstammhuis
KSH: 020.8 SCHU;HV120044;The embedded librarian;2012;Bibliotheek Kohnstammhuis
KSH: 021 CAMP;HV153215;De bibliotheek;2013;Bibliotheek Kohnstammhuis
KSH: 021.9 LAMP;HV060866;Combating student plagiarism;2008;Bibliotheek Kohnstammhuis
KSH: 022.5 BROP;HV077150;The academic library;2005;Bibliotheek Kohnstammhuis
KSH: 022.5 PERS;HV120971;Personalising library services in higher education;2012;Bibliotheek Kohnstammhuis
KSH: 023.5 ZWAA;HV002209;Muziek in de bibliotheek;2003;Bibliotheek Kohnstammhuis
KSH: 023.9 KOOT;HV077027;Kunstbibliotheken in Nederland;2007;Bibliotheek Kohnstammhuis
KSH: 024.1 MIDD;HV009743;De nieuwe openbare bibliotheek;2003;Bibliotheek Kohnstammhuis
KSH: 024.1 MOSC;HV005186;De vleugels van de bibliotheek;2004;Bibliotheek Kohnstammhuis
KSH: 026.12 GEOG;HV030982;Geographic information systems and libraries;2006;Bibliotheek Kohnstammhuis
KSH: 026.15 NO;HV109914;No shelf required;2011;Bibliotheek Kohnstammhuis
KSH: 026.19 CURT;HV030195;E-journals: a how-to-do-it manual for building, managing and supporting electronic journal collectio;2005;Bibliotheek Kohnstammhuis
KSH: 026.19 CURT;HV030196;E-journals: a how-to-do-it manual for building, managing and supporting electronic journal collectio;2005;Bibliotheek Kohnstammhuis
KSH: 026.22 KROL;HV002003;New library buildings in the Netherlands;2003;Bibliotheek Kohnstammhuis
KSH: 026.22 NIEU;HV016507;Een nieuwe bibliotheek!;2003;Bibliotheek Kohnstammhuis
KSH: 026.31 BREU;HV076997;De bibliotheek als professionele organisatie;2007;Bibliotheek Kohnstammhuis
KSH: 026.31 HARR;HV060429;Creating your library's business plan: a how-to-do-it manual with samples on CD-ROM;2008;Bibliotheek Kohnstammhuis
KSH: 026.31 POLL;HV085946;Measuring quality;2007;Bibliotheek Kohnstammhuis
KSH: 026.31 RESE;HV123878;Research, evaluation and audit;2013;Bibliotheek Kohnstammhuis
KSH: 026.33 ALLA;HV120823;The no-nonsense guide to training in libraries;2013;Bibliotheek Kohnstammhuis
KSH: 026.35 BRAD;HV077029;How to use Web 2.0 in your library;2007;Bibliotheek Kohnstammhuis
KSH: 026.35 BÜLO;HV133564;Preparing collections for digitization;2011;Bibliotheek Kohnstammhuis
KSH: 026.35 BUSI;HV109003;Business planning for digital libraries;2010;Bibliotheek Kohnstammhuis
KSH: 026.35 CASE;HV089202;Library 2.0;2007;Bibliotheek Kohnstammhuis
KSH: 026.35 CASE;HV088871;Library 2.0;2007;Bibliotheek Kohnstammhuis
KSH: 026.35 CLYD;HV057109;Weblogs and libraries;2004;Bibliotheek Kohnstammhuis
KSH: 026.35 DIGI;HV011486;Digital libraries;2004;Bibliotheek Kohnstammhuis
KSH: 026.35 DIGI;HV089575;De digitale bibliotheek;2007;Bibliotheek Kohnstammhuis
KSH: 026.35 FARK;HV075273;Social software in libraries;2007;Bibliotheek Kohnstammhuis
KSH: 026.35 HUGH;HV107059;Digitizing collections;2004;Bibliotheek Kohnstammhuis
KSH: 026.35 JOHN;HV041011;Exploring the digital library;2005;Bibliotheek Kohnstammhuis
KSH: 026.35 PALM;HV069710;Making the most of RFID in libraries;2009;Bibliotheek Kohnstammhuis
KSH: 026.35 STEP;HV069138;Web 2.0 & libraries;2006;Bibliotheek Kohnstammhuis
KSH: 026.35 TECH;HV112736;Technological convergence and social networks in information management;2010;Bibliotheek Kohnstammhuis
KSH: 026.35 TOMA;HV120972;UContent;2012;Bibliotheek Kohnstammhuis
KSH: 026.35 WALS;HV119802;Using mobile technology to deliver library services;2012;Bibliotheek Kohnstammhuis
KSH: 026.35 WEB;HV110099;Web 2.0 and libraries;2010;Bibliotheek Kohnstammhuis
KSH: 026.5 ANDR;HV129747;Ways of experiencing information literacy;2012;Bibliotheek Kohnstammhuis
KSH: 026.5 BLAN;HV134727;A guide to teaching information literacy;2012;Bibliotheek Kohnstammhuis
KSH: 026.5 BLAN;HV113256;A guide to teaching information literacy;2012;Bibliotheek Kohnstammhuis
KSH: 026.5 FLAS;HV129746;Engaging first-year students in meaningful library research;2012;Bibliotheek Kohnstammhuis
KSH: 026.5 KAPL;HV120164;Transforming information literacy instruction using learner-centered teaching;2012;Bibliotheek Kohnstammhuis
KSH: 026.5 LET;HV131859;Let the games begin!;2011;Bibliotheek Kohnstammhuis
KSH: 026.5 ROAD;HV120110;The road to information literacy;2012;Bibliotheek Kohnstammhuis
KSH: 026.5 TEAC;HV076776;Teaching with technology;2007;Bibliotheek Kohnstammhuis
KSH: 026.5 WEBB;HV005183;Teaching information skills;2004;Bibliotheek Kohnstammhuis
KSH: 026.7 DEMP;HV133432;The accidental library marketer;2009;Bibliotheek Kohnstammhuis
KSH: 026.7 DOWD;HV098631;Bite-sized marketing;2010;Bibliotheek Kohnstammhuis
KSH: 026.7 EMBE;HV139274;The embedded librarian's cookbook;2014;Bibliotheek Kohnstammhuis
KSH: 026.7 FISH;HV066283;Blueprint for your library marketing plan;2006;Bibliotheek Kohnstammhuis
KSH: 026.7 KENN;HV153013;Marketing your library's electronic resources;2013;Bibliotheek Kohnstammhuis
KSH: 026.7 KOOM;HV005185;Marktgericht denken in en vanuit de bibliotheek;2003;Bibliotheek Kohnstammhuis
KSH: 026.8 BUCK;HV129485;Successful enquiry answering every time /;2012;Bibliotheek Kohnstammhuis
KSH: 026.8 GROD;HV002464;The virtual reference librarian's handbook;2003;Bibliotheek Kohnstammhuis
KSH: 026.8 VIRT;HV089008;The virtual reference desk;2006;Bibliotheek Kohnstammhuis
KSH: 026.9 MATT;HV104296;Disaster management in archives, libraries and museums;2009;Bibliotheek Kohnstammhuis
KSH: 026.9 MOST;HV093688;Schadeatlas archieven;2007;Bibliotheek Kohnstammhuis
KSH: 026.9 MOST;HV093687;Schadeatlas archieven;2007;Bibliotheek Kohnstammhuis
KSH: 027.3 BOWM;HV003401;Essential cataloguing;2003;Bibliotheek Kohnstammhuis
KSH: 027.4 FUTU;HV085719;The future of classification;2000;Bibliotheek Kohnstammhuis
KSH: 027.4 HUNT;HV085713;Classification made simple;2002;Bibliotheek Kohnstammhuis
KSH: 027.5 DE;HV120167;Indexing;2012;Bibliotheek Kohnstammhuis
KSH: 027.5 ORGA;HV125208;Organiseer je informatie;2010;Bibliotheek Kohnstammhuis
KSH: 027.5 ORGA;HV112174;Organiseer je informatie;2010;Bibliotheek Kohnstammhuis
KSH: 027.5 ORGA;HV125207;Organiseer je informatie;2010;Bibliotheek Kohnstammhuis
KSH: 027.5 ORGA;HV112173;Organiseer je informatie;2010;Bibliotheek Kohnstammhuis
KSH: 027.5 SHIR;HV153358;Powering search;2012;Bibliotheek Kohnstammhuis
KSH: 027.5 WOOR;FO105161;Woordsystemen;2000;Bibliotheek Kohnstammhuis
KSH: 027.5 WOOR;TM034404;Woordsystemen;2000;Bibliotheek Kohnstammhuis
KSH: 029.31 JE;HV090472;Je kan hier overal heen, bijna...;2008;Bibliotheek Kohnstammhuis
KSH: 029.31 JEUG;HV090327;Jeugdbibliothecaris, een vak apart;2005;Bibliotheek Kohnstammhuis
KSH: 029.31 WAT;HV013287;Wat vragen kinderen?;2003;Bibliotheek Kohnstammhuis
KSH: 029.32 KIEF;HV093441;Naar een schoolbibliotheek nieuwe stijl;2010;Bibliotheek Kohnstammhuis
KSH: 029.32 KIEF;HV112360;Schoolbieb 's-Hertogenbosch;2011;Bibliotheek Kohnstammhuis
KSH: 029.5 LIBR;HV089506;Library and information services for visually impaired people;2007;Bibliotheek Kohnstammhuis
KSH: 029.9 HUUR;HV040554;Kleur in de bibliotheek;2006;Bibliotheek Kohnstammhuis
KSH: 02934;HV039135;Moderne wiskunde.;2006;Bibliotheek Kohnstammhuis
KSH: 031 BATL;HV069117;Information architecture for information professionals;2007;Bibliotheek Kohnstammhuis
KSH: 031 BOEK;HV000118;Informatievaardigheden;2004;Bibliotheek Kohnstammhuis
KSH: 031 BOEK;HV046147;Informatievaardigheden;2004;Bibliotheek Kohnstammhuis
KSH: 031 BURK;HV116160;Teaching information literacy;2010;Bibliotheek Kohnstammhuis
KSH: 031 COLE;HV125225;Information need;2012;Bibliotheek Kohnstammhuis
KSH: 031 CREA;HV041425;Creation, use, and deployment of digital information;2005;Bibliotheek Kohnstammhuis
KSH: 031 DE;HV120831;Information 2.0;2012;Bibliotheek Kohnstammhuis
KSH: 031 DIGI;HV042452;Het digitale kantoor doorgelicht;2006;Bibliotheek Kohnstammhuis
KSH: 031 DISC;HV154753;The discipline of organizing;2013;Bibliotheek Kohnstammhuis
KSH: 031 GLEI;HV112882;Informatie;2011;Bibliotheek Kohnstammhuis
KSH: 031 HART;HV134988;Digital futures for cultural and media studies;2012;Bibliotheek Kohnstammhuis
KSH: 031 HOLL;HV104779;Goochelen met informatievaardigheden;2010;Bibliotheek Kohnstammhuis
KSH: 031 HOLL;HV093555;Goochelen met informatievaardigheden;2010;Bibliotheek Kohnstammhuis
KSH: 031 HOLL;HV104778;Goochelen met informatievaardigheden;2010;Bibliotheek Kohnstammhuis
KSH: 031 INFO;HV153553;De informatiemaatschappij van 2023;2013;Bibliotheek Kohnstammhuis
KSH: 031 INFO;HV076773;The information literacy cookbook;2007;Bibliotheek Kohnstammhuis
KSH: 031 INFO;HV118294;De informatiemaatschappij van 2023;2013;Bibliotheek Kohnstammhuis
KSH: 031 JURG;LW005793;Kwaliteitsmanagement in de documentaire informatie;2002;Bibliotheek Kohnstammhuis
KSH: 031 KLAN;HV051821;Klant & kantoorprocessen;2006;Bibliotheek Kohnstammhuis
KSH: 031 MENS;LW007050;De mensel?ke factor;2001;Bibliotheek Kohnstammhuis
